OID,X,Y,New_Zealand_Elevation
20325,1592816.039,5473638.567,661.258423
20326,1593816.039,5473638.567,742.075623
20327,1594816.039,5473638.567,732.149353
20328,1595816.039,5473638.567,556.093689
20329,1596816.039,5473638.567,442.711243
20330,1597816.039,5473638.567,412.309296
20331,1598816.039,5473638.567,77.229919
20332,1599816.039,5473638.567,271.402924
20333,1600816.039,5473638.567,225.073975
20334,1601816.039,5473638.567,383.046387
20335,1602816.039,5473638.567,289.166595
20336,1603816.039,5473638.567,61.470291
20337,1604816.039,5473638.567,0.143774
20338,1605816.039,5473638.567,11.148005
20339,1606816.039,5473638.567,0
20340,1607816.039,5473638.567,0
20341,1608816.039,5473638.567,0
20342,1609816.039,5473638.567,0
20343,1610816.039,5473638.567,0
20344,1611816.039,5473638.567,0
20345,1612816.039,5473638.567,0
20346,1613816.039,5473638.567,0
20347,1614816.039,5473638.567,0
20348,1615816.039,5473638.567,0
20349,1616816.039,5473638.567,0
20350,1617816.039,5473638.567,0
20351,1618816.039,5473638.567,0
20352,1619816.039,5473638.567,0
20353,1620816.039,5473638.567,0
20354,1621816.039,5473638.567,0
20355,1622816.039,5473638.567,0
20356,1623816.039,5473638.567,0
20357,1624816.039,5473638.567,0
20358,1625816.039,5473638.567,0
20359,1626816.039,5473638.567,0
20360,1627816.039,5473638.567,0
20361,1628816.039,5473638.567,0
20362,1629816.039,5473638.567,0
20363,1630816.039,5473638.567,0
20364,1631816.039,5473638.567,0
20365,1632816.039,5473638.567,0
20366,1633816.039,5473638.567,0
20367,1634816.039,5473638.567,0
20368,1635816.039,5473638.567,0
20369,1636816.039,5473638.567,0
20370,1637816.039,5473638.567,0
20371,1638816.039,5473638.567,0
20372,1639816.039,5473638.567,0
20373,1640816.039,5473638.567,0
20374,1641816.039,5473638.567,0
20375,1642816.039,5473638.567,0
20376,1643816.039,5473638.567,0
20377,1644816.039,5473638.567,0
20378,1645816.039,5473638.567,0
20379,1646816.039,5473638.567,0
20380,1647816.039,5473638.567,0
20381,1648816.039,5473638.567,0
20382,1649816.039,5473638.567,0
20448,1586816.039,5474638.567,84.857597
20449,1587816.039,5474638.567,152.382965
20450,1588816.039,5474638.567,350.610992
20451,1589816.039,5474638.567,380.882355
20452,1590816.039,5474638.567,530.320984
20453,1591816.039,5474638.567,750.153015
20454,1592816.039,5474638.567,614.62207
20455,1593816.039,5474638.567,689.544678
20456,1594816.039,5474638.567,559.761536
20457,1595816.039,5474638.567,640.860901
20458,1596816.039,5474638.567,456.509064
20459,1597816.039,5474638.567,415.910706
20460,1598816.039,5474638.567,145.241776
20461,1599816.039,5474638.567,59.461773
20462,1600816.039,5474638.567,63.714825
20463,1601816.039,5474638.567,190.807816
20464,1602816.039,5474638.567,190.258698
20465,1603816.039,5474638.567,60.328915
20466,1604816.039,5474638.567,66.438507
20467,1605816.039,5474638.567,4.634175
20468,1606816.039,5474638.567,0
20469,1607816.039,5474638.567,0
20470,1608816.039,5474638.567,0
20471,1609816.039,5474638.567,0
20472,1610816.039,5474638.567,0
20473,1611816.039,5474638.567,0
20474,1612816.039,5474638.567,0
20475,1613816.039,5474638.567,0
20476,1614816.039,5474638.567,0
20477,1615816.039,5474638.567,0
20478,1616816.039,5474638.567,0
20479,1617816.039,5474638.567,0
20480,1618816.039,5474638.567,0
20481,1619816.039,5474638.567,0
20482,1620816.039,5474638.567,0
20483,1621816.039,5474638.567,0
20484,1622816.039,5474638.567,0
20485,1623816.039,5474638.567,0
20486,1624816.039,5474638.567,0
20487,1625816.039,5474638.567,0
20488,1626816.039,5474638.567,0
20489,1627816.039,5474638.567,0
20490,1628816.039,5474638.567,0
20491,1629816.039,5474638.567,0
20492,1630816.039,5474638.567,0
20493,1631816.039,5474638.567,0
20494,1632816.039,5474638.567,0
20495,1633816.039,5474638.567,0
20496,1634816.039,5474638.567,0
20497,1635816.039,5474638.567,0
20498,1636816.039,5474638.567,0
20499,1637816.039,5474638.567,0
20500,1638816.039,5474638.567,0
20501,1639816.039,5474638.567,0
20502,1640816.039,5474638.567,0
20503,1641816.039,5474638.567,0
20504,1642816.039,5474638.567,0
20505,1643816.039,5474638.567,0
20506,1644816.039,5474638.567,0
20507,1645816.039,5474638.567,0
20508,1646816.039,5474638.567,0
20509,1647816.039,5474638.567,0
20510,1648816.039,5474638.567,0
20511,1649816.039,5474638.567,0
20577,1586816.039,5475638.567,45.580669
20578,1587816.039,5475638.567,85.1856
20579,1588816.039,5475638.567,504.579834
20580,1589816.039,5475638.567,542.35376
20581,1590816.039,5475638.567,564.854492
20582,1591816.039,5475638.567,654.084778
20583,1592816.039,5475638.567,606.503479
20584,1593816.039,5475638.567,564.275146
20585,1594816.039,5475638.567,589.218262
20586,1595816.039,5475638.567,453.748871
20587,1596816.039,5475638.567,455.565216
20588,1597816.039,5475638.567,372.884521
20589,1598816.039,5475638.567,154.987885
20590,1599816.039,5475638.567,5.408739
20591,1600816.039,5475638.567,43.374935
20592,1601816.039,5475638.567,160.980438
20593,1602816.039,5475638.567,69.085693
20594,1603816.039,5475638.567,106.692322
20595,1604816.039,5475638.567,55.193886
20596,1605816.039,5475638.567,2.027672
20597,1606816.039,5475638.567,0
20598,1607816.039,5475638.567,0
20599,1608816.039,5475638.567,0
20600,1609816.039,5475638.567,0
20601,1610816.039,5475638.567,0
20602,1611816.039,5475638.567,0
20603,1612816.039,5475638.567,0
20604,1613816.039,5475638.567,0
20605,1614816.039,5475638.567,0
20606,1615816.039,5475638.567,0
20607,1616816.039,5475638.567,0
20608,1617816.039,5475638.567,0
20609,1618816.039,5475638.567,0
20610,1619816.039,5475638.567,0
20611,1620816.039,5475638.567,0
20612,1621816.039,5475638.567,0
20613,1622816.039,5475638.567,0
20614,1623816.039,5475638.567,0
20615,1624816.039,5475638.567,0
20616,1625816.039,5475638.567,0
20617,1626816.039,5475638.567,0
20618,1627816.039,5475638.567,0
20619,1628816.039,5475638.567,0
20620,1629816.039,5475638.567,0
20621,1630816.039,5475638.567,0
20622,1631816.039,5475638.567,0
20623,1632816.039,5475638.567,0
20624,1633816.039,5475638.567,0
20625,1634816.039,5475638.567,0
20626,1635816.039,5475638.567,0
20627,1636816.039,5475638.567,0
20628,1637816.039,5475638.567,0
20629,1638816.039,5475638.567,0
20630,1639816.039,5475638.567,0
20631,1640816.039,5475638.567,0
20632,1641816.039,5475638.567,0
20633,1642816.039,5475638.567,0
20634,1643816.039,5475638.567,0
20635,1644816.039,5475638.567,0
20636,1645816.039,5475638.567,0
20637,1646816.039,5475638.567,0
20638,1647816.039,5475638.567,0
20639,1648816.039,5475638.567,0
20640,1649816.039,5475638.567,0
20706,1586816.039,5476638.567,22.26458
20707,1587816.039,5476638.567,50.956676
20708,1588816.039,5476638.567,228.195023
20709,1589816.039,5476638.567,464.884888
20710,1590816.039,5476638.567,459.64151
20711,1591816.039,5476638.567,588.299988
20712,1592816.039,5476638.567,365.081726
20713,1593816.039,5476638.567,468.237213
20714,1594816.039,5476638.567,602.617065
20715,1595816.039,5476638.567,410.431122
20716,1596816.039,5476638.567,273.101746
20717,1597816.039,5476638.567,132.968185
20718,1598816.039,5476638.567,24.521471
20719,1599816.039,5476638.567,10.82656
20720,1600816.039,5476638.567,0.333911
20721,1601816.039,5476638.567,16.867229
20722,1602816.039,5476638.567,6.37069
20723,1603816.039,5476638.567,63.393227
20724,1604816.039,5476638.567,54.277115
20725,1605816.039,5476638.567,0
20726,1606816.039,5476638.567,0
20727,1607816.039,5476638.567,0
20728,1608816.039,5476638.567,0
20729,1609816.039,5476638.567,0
20730,1610816.039,5476638.567,0
20731,1611816.039,5476638.567,0
20732,1612816.039,5476638.567,0
20733,1613816.039,5476638.567,0
20734,1614816.039,5476638.567,0
20735,1615816.039,5476638.567,0
20736,1616816.039,5476638.567,0
20737,1617816.039,5476638.567,0
20738,1618816.039,5476638.567,0
20739,1619816.039,5476638.567,0
20740,1620816.039,5476638.567,0
20741,1621816.039,5476638.567,0
20742,1622816.039,5476638.567,0
20743,1623816.039,5476638.567,0
20744,1624816.039,5476638.567,0
20745,1625816.039,5476638.567,0
20746,1626816.039,5476638.567,0
20747,1627816.039,5476638.567,0
20748,1628816.039,5476638.567,0
20749,1629816.039,5476638.567,0
20750,1630816.039,5476638.567,0
20751,1631816.039,5476638.567,0
20752,1632816.039,5476638.567,0
20753,1633816.039,5476638.567,0
20754,1634816.039,5476638.567,0
20755,1635816.039,5476638.567,0
20756,1636816.039,5476638.567,0
20757,1637816.039,5476638.567,0
20758,1638816.039,5476638.567,0
20759,1639816.039,5476638.567,0
20760,1640816.039,5476638.567,0
20761,1641816.039,5476638.567,0
20762,1642816.039,5476638.567,0
20763,1643816.039,5476638.567,0
20764,1644816.039,5476638.567,0
20765,1645816.039,5476638.567,0
20766,1646816.039,5476638.567,0
20767,1647816.039,5476638.567,0
20768,1648816.039,5476638.567,0
20769,1649816.039,5476638.567,0
20835,1586816.039,5477638.567,13.018697
20836,1587816.039,5477638.567,23.097343
20837,1588816.039,5477638.567,68.790352
20838,1589816.039,5477638.567,165.520386
20839,1590816.039,5477638.567,274.379852
20840,1591816.039,5477638.567,522.012695
20841,1592816.039,5477638.567,307.326019
20842,1593816.039,5477638.567,381.116089
20843,1594816.039,5477638.567,253.241806
20844,1595816.039,5477638.567,402.047821
20845,1596816.039,5477638.567,336.019867
20846,1597816.039,5477638.567,297.082306
20847,1598816.039,5477638.567,95.365929
20848,1599816.039,5477638.567,75.014244
20849,1600816.039,5477638.567,54.364178
20850,1601816.039,5477638.567,43.505455
20851,1602816.039,5477638.567,0.03215
20852,1603816.039,5477638.567,17.059523
20853,1604816.039,5477638.567,0.002443
20854,1605816.039,5477638.567,0
20855,1606816.039,5477638.567,0
20856,1607816.039,5477638.567,0
20857,1608816.039,5477638.567,0
20858,1609816.039,5477638.567,0
20859,1610816.039,5477638.567,0
20860,1611816.039,5477638.567,0
20861,1612816.039,5477638.567,0
20862,1613816.039,5477638.567,0
20863,1614816.039,5477638.567,0
20864,1615816.039,5477638.567,0
20865,1616816.039,5477638.567,0
20866,1617816.039,5477638.567,0
20867,1618816.039,5477638.567,0
20868,1619816.039,5477638.567,0
20869,1620816.039,5477638.567,0
20870,1621816.039,5477638.567,0
20871,1622816.039,5477638.567,0
20872,1623816.039,5477638.567,0
20873,1624816.039,5477638.567,0
20874,1625816.039,5477638.567,0
20875,1626816.039,5477638.567,0
20876,1627816.039,5477638.567,0
20877,1628816.039,5477638.567,0
20878,1629816.039,5477638.567,0
20879,1630816.039,5477638.567,0
20880,1631816.039,5477638.567,0
20881,1632816.039,5477638.567,0
20882,1633816.039,5477638.567,0
20883,1634816.039,5477638.567,0
20884,1635816.039,5477638.567,0
20885,1636816.039,5477638.567,0
20886,1637816.039,5477638.567,0
20887,1638816.039,5477638.567,0
20888,1639816.039,5477638.567,0
20889,1640816.039,5477638.567,0
20890,1641816.039,5477638.567,0
20891,1642816.039,5477638.567,0
20892,1643816.039,5477638.567,0
20893,1644816.039,5477638.567,0
20894,1645816.039,5477638.567,0
20895,1646816.039,5477638.567,0
20896,1647816.039,5477638.567,0
20897,1648816.039,5477638.567,0
20898,1649816.039,5477638.567,0
20964,1586816.039,5478638.567,25.909082
20965,1587816.039,5478638.567,4.161215
20966,1588816.039,5478638.567,17.582989
20967,1589816.039,5478638.567,49.857998
20968,1590816.039,5478638.567,149.38678
20969,1591816.039,5478638.567,307.17572
20970,1592816.039,5478638.567,386.179413
20971,1593816.039,5478638.567,189.533203
20972,1594816.039,5478638.567,58.660095
20973,1595816.039,5478638.567,266.918549
20974,1596816.039,5478638.567,449.167084
20975,1597816.039,5478638.567,377.903076
20976,1598816.039,5478638.567,169.572342
20977,1599816.039,5478638.567,97.261353
20978,1600816.039,5478638.567,78.788483
20979,1601816.039,5478638.567,0.090191
20980,1602816.039,5478638.567,0.03215
20981,1603816.039,5478638.567,0.03215
20982,1604816.039,5478638.567,0.002443
20983,1605816.039,5478638.567,0
20984,1606816.039,5478638.567,0
20985,1607816.039,5478638.567,0
20986,1608816.039,5478638.567,0
20987,1609816.039,5478638.567,0
20988,1610816.039,5478638.567,0
20989,1611816.039,5478638.567,0
20990,1612816.039,5478638.567,0
20991,1613816.039,5478638.567,0
20992,1614816.039,5478638.567,0
20993,1615816.039,5478638.567,0
20994,1616816.039,5478638.567,0
20995,1617816.039,5478638.567,0
20996,1618816.039,5478638.567,0
20997,1619816.039,5478638.567,0
20998,1620816.039,5478638.567,0
20999,1621816.039,5478638.567,0
21000,1622816.039,5478638.567,0
21001,1623816.039,5478638.567,0
21002,1624816.039,5478638.567,0
21003,1625816.039,5478638.567,0
21004,1626816.039,5478638.567,0
21005,1627816.039,5478638.567,0
21006,1628816.039,5478638.567,0
21007,1629816.039,5478638.567,0
21008,1630816.039,5478638.567,0
21009,1631816.039,5478638.567,0
21010,1632816.039,5478638.567,0
21011,1633816.039,5478638.567,0
21012,1634816.039,5478638.567,0
21013,1635816.039,5478638.567,0
21014,1636816.039,5478638.567,0
21015,1637816.039,5478638.567,0
21016,1638816.039,5478638.567,0
21017,1639816.039,5478638.567,0
21018,1640816.039,5478638.567,0
21019,1641816.039,5478638.567,0
21020,1642816.039,5478638.567,0
21021,1643816.039,5478638.567,0
21022,1644816.039,5478638.567,0
21023,1645816.039,5478638.567,0
21024,1646816.039,5478638.567,0
21025,1647816.039,5478638.567,0
21026,1648816.039,5478638.567,0
21027,1649816.039,5478638.567,0
21093,1586816.039,5479638.567,4.035038
21094,1587816.039,5479638.567,2.016784
21095,1588816.039,5479638.567,2.791652
21096,1589816.039,5479638.567,7.182064
21097,1590816.039,5479638.567,50.880905
21098,1591816.039,5479638.567,113.946594
21099,1592816.039,5479638.567,222.728882
21100,1593816.039,5479638.567,100.960587
21101,1594816.039,5479638.567,6.80123
21102,1595816.039,5479638.567,96.522415
21103,1596816.039,5479638.567,257.330902
21104,1597816.039,5479638.567,270.196167
21105,1598816.039,5479638.567,130.967163
21106,1599816.039,5479638.567,167.383636
21107,1600816.039,5479638.567,32.208
21108,1601816.039,5479638.567,0
21109,1602816.039,5479638.567,0
21110,1603816.039,5479638.567,0
21111,1604816.039,5479638.567,0
21112,1605816.039,5479638.567,0
21113,1606816.039,5479638.567,0
21114,1607816.039,5479638.567,0
21115,1608816.039,5479638.567,0
21116,1609816.039,5479638.567,0
21117,1610816.039,5479638.567,0
21118,1611816.039,5479638.567,0
21119,1612816.039,5479638.567,0
21120,1613816.039,5479638.567,0
21121,1614816.039,5479638.567,0
21122,1615816.039,5479638.567,0
21123,1616816.039,5479638.567,0
21124,1617816.039,5479638.567,0
21125,1618816.039,5479638.567,0
21126,1619816.039,5479638.567,0
21127,1620816.039,5479638.567,0
21128,1621816.039,5479638.567,0
21129,1622816.039,5479638.567,0
21130,1623816.039,5479638.567,0
21131,1624816.039,5479638.567,0
21132,1625816.039,5479638.567,0
21133,1626816.039,5479638.567,0
21134,1627816.039,5479638.567,0
21135,1628816.039,5479638.567,0
21136,1629816.039,5479638.567,0
21137,1630816.039,5479638.567,0
21138,1631816.039,5479638.567,0
21139,1632816.039,5479638.567,0
21140,1633816.039,5479638.567,0
21141,1634816.039,5479638.567,0
21142,1635816.039,5479638.567,0
21143,1636816.039,5479638.567,0
21144,1637816.039,5479638.567,0
21145,1638816.039,5479638.567,0
21146,1639816.039,5479638.567,0
21147,1640816.039,5479638.567,0
21148,1641816.039,5479638.567,0
21149,1642816.039,5479638.567,0
21150,1643816.039,5479638.567,0
21151,1644816.039,5479638.567,0
21152,1645816.039,5479638.567,0
21153,1646816.039,5479638.567,0
21154,1647816.039,5479638.567,0
21155,1648816.039,5479638.567,0
21156,1649816.039,5479638.567,0
21222,1586816.039,5480638.567,-0.394195
21223,1587816.039,5480638.567,-0.999548
21224,1588816.039,5480638.567,-0.017475
21225,1589816.039,5480638.567,0.014595
21226,1590816.039,5480638.567,0.730963
21227,1591816.039,5480638.567,34.59071
21228,1592816.039,5480638.567,65.604866
21229,1593816.039,5480638.567,173.405792
21230,1594816.039,5480638.567,12.167116
21231,1595816.039,5480638.567,42.87035
21232,1596816.039,5480638.567,212.926407
21233,1597816.039,5480638.567,284.28714
21234,1598816.039,5480638.567,138.387253
21235,1599816.039,5480638.567,33.561142
21236,1600816.039,5480638.567,0.674476
21237,1601816.039,5480638.567,0
21238,1602816.039,5480638.567,0
21239,1603816.039,5480638.567,0
21240,1604816.039,5480638.567,0
21241,1605816.039,5480638.567,0
21242,1606816.039,5480638.567,0
21243,1607816.039,5480638.567,0
21244,1608816.039,5480638.567,0
21245,1609816.039,5480638.567,0
21246,1610816.039,5480638.567,0
21247,1611816.039,5480638.567,0
21248,1612816.039,5480638.567,0
21249,1613816.039,5480638.567,0
21250,1614816.039,5480638.567,0
21251,1615816.039,5480638.567,0
21252,1616816.039,5480638.567,0
21253,1617816.039,5480638.567,0
21254,1618816.039,5480638.567,0
21255,1619816.039,5480638.567,0
21256,1620816.039,5480638.567,0
21257,1621816.039,5480638.567,0
21258,1622816.039,5480638.567,0
21259,1623816.039,5480638.567,0
21260,1624816.039,5480638.567,0
21261,1625816.039,5480638.567,0
21262,1626816.039,5480638.567,0
21263,1627816.039,5480638.567,0
21264,1628816.039,5480638.567,0
21265,1629816.039,5480638.567,0
21266,1630816.039,5480638.567,0
21267,1631816.039,5480638.567,0
21268,1632816.039,5480638.567,0
21269,1633816.039,5480638.567,0
21270,1634816.039,5480638.567,0
21271,1635816.039,5480638.567,0
21272,1636816.039,5480638.567,0
21273,1637816.039,5480638.567,0
21274,1638816.039,5480638.567,0
21275,1639816.039,5480638.567,0
21276,1640816.039,5480638.567,0
21277,1641816.039,5480638.567,0
21278,1642816.039,5480638.567,0
21279,1643816.039,5480638.567,0
21280,1644816.039,5480638.567,0
21281,1645816.039,5480638.567,0
21282,1646816.039,5480638.567,0
21283,1647816.039,5480638.567,0
21284,1648816.039,5480638.567,0
21285,1649816.039,5480638.567,0
21351,1586816.039,5481638.567,-0.009799
21352,1587816.039,5481638.567,0
21353,1588816.039,5481638.567,0
21354,1589816.039,5481638.567,0
21355,1590816.039,5481638.567,-0.008561
21356,1591816.039,5481638.567,-0.07487
21357,1592816.039,5481638.567,11.989068
21358,1593816.039,5481638.567,202.799576
21359,1594816.039,5481638.567,18.933573
21360,1595816.039,5481638.567,2.258083
21361,1596816.039,5481638.567,84.803482
21362,1597816.039,5481638.567,266.996613
21363,1598816.039,5481638.567,191.015594
21364,1599816.039,5481638.567,27.187292
21365,1600816.039,5481638.567,32.627934
21366,1601816.039,5481638.567,0
21367,1602816.039,5481638.567,0
21368,1603816.039,5481638.567,0
21369,1604816.039,5481638.567,0
21370,1605816.039,5481638.567,0
21371,1606816.039,5481638.567,0
21372,1607816.039,5481638.567,0
21373,1608816.039,5481638.567,0
21374,1609816.039,5481638.567,0
21375,1610816.039,5481638.567,0
21376,1611816.039,5481638.567,0
21377,1612816.039,5481638.567,0
21378,1613816.039,5481638.567,0
21379,1614816.039,5481638.567,0
21380,1615816.039,5481638.567,0
21381,1616816.039,5481638.567,0
21382,1617816.039,5481638.567,0
21383,1618816.039,5481638.567,0
21384,1619816.039,5481638.567,0
21385,1620816.039,5481638.567,0
21386,1621816.039,5481638.567,0
21387,1622816.039,5481638.567,0
21388,1623816.039,5481638.567,0
21389,1624816.039,5481638.567,0
21390,1625816.039,5481638.567,0
21391,1626816.039,5481638.567,0
21392,1627816.039,5481638.567,0
21393,1628816.039,5481638.567,0
21394,1629816.039,5481638.567,0
21395,1630816.039,5481638.567,0
21396,1631816.039,5481638.567,0
21397,1632816.039,5481638.567,0
21398,1633816.039,5481638.567,0
21399,1634816.039,5481638.567,0
21400,1635816.039,5481638.567,0
21401,1636816.039,5481638.567,0
21402,1637816.039,5481638.567,0
21403,1638816.039,5481638.567,0
21404,1639816.039,5481638.567,0
21405,1640816.039,5481638.567,0
21406,1641816.039,5481638.567,0
21407,1642816.039,5481638.567,0
21408,1643816.039,5481638.567,0
21409,1644816.039,5481638.567,0
21410,1645816.039,5481638.567,0
21411,1646816.039,5481638.567,0
21412,1647816.039,5481638.567,0
21413,1648816.039,5481638.567,0
21414,1649816.039,5481638.567,0
21480,1586816.039,5482638.567,-0.009799
21481,1587816.039,5482638.567,0
21482,1588816.039,5482638.567,0
21483,1589816.039,5482638.567,0
21484,1590816.039,5482638.567,-0.070744
21485,1591816.039,5482638.567,-0.070744
21486,1592816.039,5482638.567,20.28496
21487,1593816.039,5482638.567,65.171967
21488,1594816.039,5482638.567,-0.873327
21489,1595816.039,5482638.567,2.258628
21490,1596816.039,5482638.567,119.154968
21491,1597816.039,5482638.567,272.450104
21492,1598816.039,5482638.567,217.55986
21493,1599816.039,5482638.567,111.060516
21494,1600816.039,5482638.567,52.201427
21495,1601816.039,5482638.567,0
21496,1602816.039,5482638.567,0
21497,1603816.039,5482638.567,0
21498,1604816.039,5482638.567,0
21499,1605816.039,5482638.567,0
21500,1606816.039,5482638.567,0
21501,1607816.039,5482638.567,0
21502,1608816.039,5482638.567,0
21503,1609816.039,5482638.567,0
21504,1610816.039,5482638.567,0
21505,1611816.039,5482638.567,0
21506,1612816.039,5482638.567,0
21507,1613816.039,5482638.567,0
21508,1614816.039,5482638.567,0
21509,1615816.039,5482638.567,0
21510,1616816.039,5482638.567,0
21511,1617816.039,5482638.567,0
21512,1618816.039,5482638.567,0
21513,1619816.039,5482638.567,0
21514,1620816.039,5482638.567,0
21515,1621816.039,5482638.567,0
21516,1622816.039,5482638.567,0
21517,1623816.039,5482638.567,0
21518,1624816.039,5482638.567,0
21519,1625816.039,5482638.567,0
21520,1626816.039,5482638.567,0
21521,1627816.039,5482638.567,0
21522,1628816.039,5482638.567,0
21523,1629816.039,5482638.567,0
21524,1630816.039,5482638.567,0
21525,1631816.039,5482638.567,0
21526,1632816.039,5482638.567,0
21527,1633816.039,5482638.567,0
21528,1634816.039,5482638.567,0
21529,1635816.039,5482638.567,0
21530,1636816.039,5482638.567,0
21531,1637816.039,5482638.567,0
21532,1638816.039,5482638.567,0
21533,1639816.039,5482638.567,0
21534,1640816.039,5482638.567,0
21535,1641816.039,5482638.567,0
21536,1642816.039,5482638.567,0
21537,1643816.039,5482638.567,0
21538,1644816.039,5482638.567,0
21539,1645816.039,5482638.567,0
21540,1646816.039,5482638.567,0
21541,1647816.039,5482638.567,0
21542,1648816.039,5482638.567,0
21543,1649816.039,5482638.567,0
21609,1586816.039,5483638.567,-0.009799
21610,1587816.039,5483638.567,0
21611,1588816.039,5483638.567,0
21612,1589816.039,5483638.567,0
21613,1590816.039,5483638.567,-0.070744
21614,1591816.039,5483638.567,-0.070744
21615,1592816.039,5483638.567,3.018352
21616,1593816.039,5483638.567,0.150764
21617,1594816.039,5483638.567,0.061627
21618,1595816.039,5483638.567,10.945009
21619,1596816.039,5483638.567,155.417557
21620,1597816.039,5483638.567,163.918045
21621,1598816.039,5483638.567,200.058899
21622,1599816.039,5483638.567,94.247559
21623,1600816.039,5483638.567,0.353312
21624,1601816.039,5483638.567,0
21625,1602816.039,5483638.567,0
21626,1603816.039,5483638.567,0
21627,1604816.039,5483638.567,0
21628,1605816.039,5483638.567,0
21629,1606816.039,5483638.567,0
21630,1607816.039,5483638.567,0
21631,1608816.039,5483638.567,0
21632,1609816.039,5483638.567,0
21633,1610816.039,5483638.567,0
21634,1611816.039,5483638.567,0
21635,1612816.039,5483638.567,0
21636,1613816.039,5483638.567,0
21637,1614816.039,5483638.567,0
21638,1615816.039,5483638.567,0
21639,1616816.039,5483638.567,0
21640,1617816.039,5483638.567,0
21641,1618816.039,5483638.567,0
21642,1619816.039,5483638.567,0
21643,1620816.039,5483638.567,0
21644,1621816.039,5483638.567,0
21645,1622816.039,5483638.567,0
21646,1623816.039,5483638.567,0
21647,1624816.039,5483638.567,0
21648,1625816.039,5483638.567,0
21649,1626816.039,5483638.567,0
21650,1627816.039,5483638.567,0
21651,1628816.039,5483638.567,0
21652,1629816.039,5483638.567,0
21653,1630816.039,5483638.567,0
21654,1631816.039,5483638.567,0
21655,1632816.039,5483638.567,0
21656,1633816.039,5483638.567,0
21657,1634816.039,5483638.567,0
21658,1635816.039,5483638.567,0
21659,1636816.039,5483638.567,0
21660,1637816.039,5483638.567,0
21661,1638816.039,5483638.567,0
21662,1639816.039,5483638.567,0
21663,1640816.039,5483638.567,0
21664,1641816.039,5483638.567,0
21665,1642816.039,5483638.567,0
21666,1643816.039,5483638.567,0
21667,1644816.039,5483638.567,0
21668,1645816.039,5483638.567,0
21669,1646816.039,5483638.567,0
21670,1647816.039,5483638.567,0
21671,1648816.039,5483638.567,0
21672,1649816.039,5483638.567,0
21738,1586816.039,5484638.567,0
21739,1587816.039,5484638.567,0
21740,1588816.039,5484638.567,0
21741,1589816.039,5484638.567,0
21742,1590816.039,5484638.567,0
21743,1591816.039,5484638.567,0
21744,1592816.039,5484638.567,0
21745,1593816.039,5484638.567,0
21746,1594816.039,5484638.567,0
21747,1595816.039,5484638.567,4.483561
21748,1596816.039,5484638.567,119.04892
21749,1597816.039,5484638.567,31.279213
21750,1598816.039,5484638.567,103.296097
21751,1599816.039,5484638.567,1.773815
21752,1600816.039,5484638.567,0
21753,1601816.039,5484638.567,0
21754,1602816.039,5484638.567,0
21755,1603816.039,5484638.567,0
21756,1604816.039,5484638.567,0
21757,1605816.039,5484638.567,0
21758,1606816.039,5484638.567,0
21759,1607816.039,5484638.567,0
21760,1608816.039,5484638.567,0
21761,1609816.039,5484638.567,0
21762,1610816.039,5484638.567,0
21763,1611816.039,5484638.567,0
21764,1612816.039,5484638.567,0
21765,1613816.039,5484638.567,0
21766,1614816.039,5484638.567,0
21767,1615816.039,5484638.567,0
21768,1616816.039,5484638.567,0
21769,1617816.039,5484638.567,0
21770,1618816.039,5484638.567,0
21771,1619816.039,5484638.567,0
21772,1620816.039,5484638.567,0
21773,1621816.039,5484638.567,0
21774,1622816.039,5484638.567,0
21775,1623816.039,5484638.567,0
21776,1624816.039,5484638.567,0
21777,1625816.039,5484638.567,0
21778,1626816.039,5484638.567,0
21779,1627816.039,5484638.567,0
21780,1628816.039,5484638.567,0
21781,1629816.039,5484638.567,0
21782,1630816.039,5484638.567,0
21783,1631816.039,5484638.567,0
21784,1632816.039,5484638.567,0
21785,1633816.039,5484638.567,0
21786,1634816.039,5484638.567,0
21787,1635816.039,5484638.567,0
21788,1636816.039,5484638.567,0
21789,1637816.039,5484638.567,0
21790,1638816.039,5484638.567,0
21791,1639816.039,5484638.567,0
21792,1640816.039,5484638.567,0
21793,1641816.039,5484638.567,0
21794,1642816.039,5484638.567,0
21795,1643816.039,5484638.567,0
21796,1644816.039,5484638.567,0
21797,1645816.039,5484638.567,0
21798,1646816.039,5484638.567,0
21799,1647816.039,5484638.567,0
21800,1648816.039,5484638.567,0
21801,1649816.039,5484638.567,0
21867,1586816.039,5485638.567,0
21868,1587816.039,5485638.567,0
21869,1588816.039,5485638.567,0
21870,1589816.039,5485638.567,0
21871,1590816.039,5485638.567,0
21872,1591816.039,5485638.567,0
21873,1592816.039,5485638.567,0
21874,1593816.039,5485638.567,0
21875,1594816.039,5485638.567,0
21876,1595816.039,5485638.567,0
21877,1596816.039,5485638.567,0
21878,1597816.039,5485638.567,0
21879,1598816.039,5485638.567,33.577827
21880,1599816.039,5485638.567,6.674788
21881,1600816.039,5485638.567,0
21882,1601816.039,5485638.567,0
21883,1602816.039,5485638.567,0
21884,1603816.039,5485638.567,0
21885,1604816.039,5485638.567,0
21886,1605816.039,5485638.567,0
21887,1606816.039,5485638.567,0
21888,1607816.039,5485638.567,0
21889,1608816.039,5485638.567,0
21890,1609816.039,5485638.567,0
21891,1610816.039,5485638.567,0
21892,1611816.039,5485638.567,0
21893,1612816.039,5485638.567,0
